Link,Date,Source,Title,Description,Score,Sentiment
https://www.finam.ru/publications/item/na-byvshem-zavode-nissan-v-peterburge-zapuskayut-novyy-rossiyskiy-avtomobilnyy-brend-20240130-1253/,2024-01-30,Finam.ru,На бывшем заводе Nissan в Петербурге запускают новый российский автомобильный бренд,"К настоящему времени ООО ""Автозавод Санкт-Петербург"" выпустил первую партию из нескольких тысяч автомобилей XCITE. Идет накопление складского запаса для обеспечения старта продаж весной 2024 года",0.70544845,positive
https://www.finam.ru/publications/item/potrebkreditovanie-v-rossii-v-2024-godu-vyrastet-na-3-8-ozhidaet-tsb-20240130-1246/,2024-01-30,Finam.ru,"Потребкредитование в России в 2024 году вырастет на 3-8%, ожидает ЦБ",Прогноз учитывает макропруденциальную политику по ограничению рисков,0.57088774,positive
https://www.finam.ru/publications/item/bank-rossii-ozhidaet-rost-ipoteki-v-2024-godu-na-7-12-20240130-1240/,2024-01-30,Finam.ru,Банк России ожидает рост ипотеки в 2024 году на 7-12%,Рост замедлится с учетом ужесточения условий льготных программ,0.75137514,positive
https://www.finam.ru/publications/item/rossiya-na-5-om-mesto-sredi-stran-briks-po-chislu-dollarovykh-millionerov-20240130-1227/,2024-01-30,Finam.ru,Россия на 5-ом месте среди стран БРИКС по числу долларовых миллионеров,"В России проживают 68,4 тысячи долларовых миллионеров, из них 43 - долларовые миллиардеры",0.024534162,neutral
https://www.finam.ru/publications/item/ipotechnyy-portfel-rossiyskikh-bankov-v-2023-godu-vyros-na-rekordnye-345-20240130-1225/,2024-01-30,Finam.ru,"Ипотечный портфель российских банков в 2023 году вырос на рекордные 34,5%","Показатель достиг 18,2 трлн рублей",0.6171443,positive
https://www.finam.ru/publications/item/tsb-prognoziruet-pribyl-rossiyskikh-bankov-v-2024-godu-na-urovne-23-28-trln-rubley-20240130-1221/,2024-01-30,Finam.ru,"ЦБ прогнозирует прибыль российских банков в 2024 году на уровне 2,3-2,8 трлн рублей",Прошлый год был аномальным,0.41641685,positive
https://www.finam.ru/publications/item/rossiyskie-banki-v-2023-godu-narastili-vydachu-korporativnykh-kreditov-na-201-20240130-1218/,2024-01-30,Finam.ru,"Российские банки в 2023 году нарастили выдачу корпоративных кредитов на 20,1%",Рост розничного кредитного портфеля в 2023 году составил 23%,0.7762321,positive
https://www.finam.ru/publications/item/valyutnye-vklady-fizicheskikh-lits-v-dekabre-upali-do-novogo-minimuma-20240130-1215/,2024-01-30,Finam.ru,Валютные вклады физических лиц в декабре упали до нового минимума,"Запас валютной ликвидности довольно существенно сократился - до $44,7 млрд с 48,9 млрд",-0.6434876,negative
https://www.finam.ru/publications/item/rossiyskie-banki-v-2023-godu-poluchili-rekordnuyu-pribyl-v-33-trln-rubley-20240130-1214/,2024-01-30,Finam.ru,"Российские банки в 2023 году получили рекордную прибыль в 3,3 трлн рублей","В декабре фактическая чистая прибыль сектора составила 64 млрд рублей, что в четыре раза ниже результата ноября",0.55702215,positive
https://www.finam.ru/publications/item/postpredy-es-soglasovali-ispolzovanie-pribyli-ot-zamorozhennykh-rossiyskikh-aktivov-dlya-vosstanovleniya-ukrainy-20240130-1113/,2024-01-30,Finam.ru,Постпреды ЕС согласовали использование прибыли от замороженных российских активов для восстановления Украины,На уровне министров ранее был одобрен план по сбору windfall tax,0.29689103,positive
https://www.finam.ru/publications/item/nabiullina-prognoziruet-snizhenie-klyuchevoy-stavki-vo-vtoroy-polovine-2024-goda-20240130-1059/,2024-01-30,Finam.ru,Набиуллина прогнозирует снижение ключевой ставки во второй половине 2024 года,"Эффект на инфляцию в РФ от повышения ключевой ставки ЦБ уже проявляется, однако высокие ценовые ожидания граждан и бизнеса все еще беспокоят регулятора",0.14628366,positive
https://www.finam.ru/publications/item/format-press-reliza-po-klyuchevoy-tsb-rf-stavke-stanet-drugim-20240130-1021/,2024-01-30,Finam.ru,Формат пресс-релиза по ключевой ставке ЦБ РФ станет другим,"ЦБ уточняет, что теперь он будет более кратким",0.50920075,positive
https://www.finam.ru/publications/item/aktsii-yandeksa-korrektiruyutsya-posle-rosta-nakanune-bolee-chem-na-3-20240130-1014/,2024-01-30,Finam.ru,Акции «Яндекса» корректируются после роста накануне более чем на 3%,Индекс МосБиржи подрастает в начале торгов,0.14518623,positive
https://www.finam.ru/publications/item/yugk-poluchila-litsenziyu-na-razrabotku-zolotorudnogo-uchastka-v-sibiri-20240130-0959/,2024-01-30,Finam.ru,ЮГК получила лицензию на разработку золоторудного участка в Сибири,"Балансовые запасы участка составляют 14,1 тонны золота",0.59038097,positive
https://www.finam.ru/publications/item/rossiyskiy-rynok-budet-zhdat-orientiry-20240130-0947/,2024-01-30,"Алешина Елена, Finam.ru",Российский рынок будет ждать ориентиры,Внешний фон перед открытием российских торгов скорее нейтральный,0.48608303,positive
https://www.finam.ru/publications/item/zasedaniya-sovetov-direktorov-ogk-2-lenenergo-i-rosnefti-osnovnye-sobytiya-30-yanvarya-20240130-0900/,2024-01-30,Finam.ru,"Заседания советов директоров ОГК-2, «Ленэнерго» и «Роснефти» - основные события 30 января","Кроме того, пройдет пресс-конференция ЦБ РФ об итогах развития банковского сектора в 2023 году",0.190812,positive
https://www.finam.ru/publications/item/nabiullina-dopustila-zamedlenie-rosta-tsen-na-zhile-v-rossii-20240130-0815/,2024-01-30,Finam.ru,Набиуллина допустила замедление роста цен на жилье в России,"Однако по регионам ситуация может различаться, заявила глава ЦБ РФ",-0.25763547,negative
https://www.finam.ru/publications/item/neft-dorozhaet-rubl-slabeet-20240130-0807/,2024-01-30,Finam.ru,"Нефть дорожает, рубль слабеет",В Азии торги проходят без единой динамики,-0.5794402,negative
https://www.finam.ru/publications/item/rossiyskiy-rynok-zavershil-yanvar-po-bychi-20240131-2108/,2024-01-31,"Гайнутдинова Лиана, Finam.ru",Российский рынок завершил январь «по-бычьи»,"В феврале основными драйверами движения будет развитие дивидендных историй, старт корпоративных финотчетностей, а также новости по редомициляции отечественных эмитентов",-0.07207327,neutral
https://www.finam.ru/publications/item/mkao-khedkhanter-razmestilo-dopemissiyu-v-ramkakh-protsessa-obmena-aktsiy-20240131-2015/,2024-01-31,Finam.ru,МКАО «Хэдхантер» разместило допэмиссию в рамках процесса обмена акций,"Аналитики ожидают, что уже в конце марта 2024 года на Мосбирже будут торговаться акции МКАО ""Хэдхантер""",0.5019433,positive
https://www.finam.ru/publications/item/proizvodstvo-v-dobyvayushchikh-otraslyakh-rossii-snizilos-v-2023-godu-iz-za-sokrashcheniya-dobychi-nefti-20240131-2011/,2024-01-31,Finam.ru,Производство в добывающих отраслях России снизилось в 2023 году из-за сокращения добычи нефти,"Динамика добывающей промышленности составила минус 1,3%",-0.6833661,negative
https://www.finam.ru/publications/item/lukoyl-obnaruzhil-razgermetizatsiyu-nefteprovoda-v-komi-i-ostanovil-prokachku-20240131-1950/,2024-01-31,Finam.ru,«ЛУКОЙЛ» обнаружил разгерметизацию нефтепровода в Коми и остановил прокачку,Угрозы попадания нефтесодержащей жидкости в водные объекты нет,-0.43617082,negative
https://www.finam.ru/publications/item/rabota-terminala-porta-ust-luga-vosstanovlena-20240131-1930/,2024-01-31,Finam.ru,Работа терминала порта Усть-Луга восстановлена,На минувшей неделе технологический процесс «НОВАТЭКа» в порту Усть-Луга был остановлен из-за пожара,0.00924644,neutral
https://www.finam.ru/publications/item/promproizvodstvo-v-rossii-za-2023-god-vyroslo-na-35-20240131-1927/,2024-01-31,Finam.ru,"Промпроизводство в России за 2023 год выросло на 3,5%","В декабре показатель вырос на 2,7%",0.37785932,positive
https://www.finam.ru/publications/item/nedelnaya-inflyatsiya-v-rossii-uskorilas-do-016-godovaya-zamedlilas-do-724-20240131-1919/,2024-01-31,Finam.ru,"Недельная инфляция в России ускорилась до 0,16%, годовая замедлилась до 7,24%","В сегменте продовольственных товаров инфляция за неделю составила 0,23%",-0.28389832,negative
https://www.finam.ru/publications/item/sd-rosgosstrakha-rekomendoval-dividendy-v-razmere-000410062-rublya-na-aktsiyu-20240131-1820/,2024-01-31,Finam.ru,"СД «Росгосстраха» рекомендовал дивиденды в размере 0,00410062 рубля на акцию",Дата закрытия дивидендного реестра - 18 марта,0.38339627,positive
https://www.finam.ru/publications/item/gendirektorom-npk-ovk-naznachena-irina-olkhovskaya-20240131-1815/,2024-01-31,Finam.ru,Гендиректором НПК ОВК назначена Ирина Ольховская,До нового назначения Ирина Ольховская занимала должность первого заместителя гендиректора,0.36526862,positive
https://www.finam.ru/publications/item/federalnyy-byudzhet-rossii-poluchil-3188-mlrd-rubley-ot-naloga-na-sverkhpribyl-20240131-1711/,2024-01-31,Finam.ru,"Федеральный бюджет России получил 318,8 млрд рублей от налога на сверхприбыль","Взимание с бизнеса налога на сверхприбыль повторно не планируется, мера является разовой, заявили в Минфине РФ",0.15418103,positive
https://www.finam.ru/publications/item/pochta-rossii-sokratila-dolg-v-2023-godu-bolee-chem-na-20-mlrd-rubley-20240131-1647/,2024-01-31,Finam.ru,«Почта России» сократила долг в 2023 году более чем на 20 млрд рублей,Компания вышла на положительную EBITDA по итогам прошлого года,-0.5157121,negative
https://www.finam.ru/publications/item/rossiyane-predpochitayut-khranit-sberezheniya-na-bankovskikh-schetakh-20240131-1643/,2024-01-31,Finam.ru,Россияне предпочитают хранить сбережения на банковских счетах,В банках хранят деньги 42% респондентов,0.21189734,positive
https://www.finam.ru/publications/item/inflyatsionnye-ozhidaniya-rossiyan-na-god-vpered-v-yanvare-snizilis-do-127-20240131-1636/,2024-01-31,Finam.ru,"Инфляционные ожидания россиян на год вперед в январе снизились до 12,7%","Долгосрочные инфляционные ожидания граждан на 5 лет снизились до 9,8%",-0.36412266,negative
https://www.finam.ru/publications/item/rusgidro-uvelichilo-proizvodstvo-elektroenergii-v-2023-godu-na-38-20240131-1621/,2024-01-31,Finam.ru,"«РусГидро» увеличила производство электроэнергии в 2023 году на 3,8%","Показатель вырос до 140,9 млрд кВт·ч",0.86814314,positive
https://www.finam.ru/publications/item/aktsii-polymetal-padayut-na-informatsii-o-prodazhe-rossiyskikh-aktivov-20240131-1446/,2024-01-31,Finam.ru,Акции Polymetal падают на информации о продаже российских активов,Компания намерена продать российские активы до конца марта,-0.581606,negative
https://www.finam.ru/publications/item/prefy-bashnefti-vyrosli-do-urovnya-iyulya-2015-goda-21655-rublya-20240131-1427/,2024-01-31,Finam.ru,"«Префы» «Башнефти» выросли до уровня июля 2015 года - 2165,5 рубля","На динамику акций нефтяной компании влияют позитивные дивидендные ожидания, которые усилились после публикации сильной отчетности по МСФО за 9 месяцев",0.16187,positive
https://www.finam.ru/publications/item/posledniy-torgovyy-den-yanvarya-rynok-provodit-v-plyuse-20240131-1423/,2024-01-31,"Долгих Анастасия, Finam.ru",Последний торговый день января рынок проводит в плюсе,Впервые с 15 января индекс МосБиржи превысил 3200 пунктов,-0.2122073,negative
https://www.finam.ru/publications/item/polimetall-vernetsya-k-obsuzhdeniyu-dividendov-posle-prodazhi-rossiyskikh-aktivov-20240131-1334/,2024-01-31,Finam.ru,«Полиметалл» вернется к обсуждению дивидендов после продажи российских активов,Вопрос дивидендов должен обсуждаться с акционерами,0.50781417,positive
https://www.finam.ru/publications/item/novak-ozhidaet-rosta-mirovogo-sprosa-na-neft-v-2024-godu-na-2-mln-barreley-v-sutki-20240131-1302/,2024-01-31,Finam.ru,Новак ожидает роста мирового спроса на нефть в 2024 году на 2 млн баррелей в сутки,"Дисконт цен на нефть Urals снизится, когда рынок успокоится после новых санкций, заявил вице-премьер РФ",0.56725615,positive
https://www.finam.ru/publications/item/bank-rossii-vidit-interes-u-inostrannykh-investorov-k-obmenu-zablokirovannymi-aktivami-20240131-1218/,2024-01-31,Finam.ru,Банк России видит интерес иностранных инвесторов к обмену заблокированными активами,"ЦБ ожидает высвобождения достаточно большой суммы мелких инвестиций из-под блокировки, что добавит ликвидности рынку",0.32985002,positive
https://www.finam.ru/publications/item/prefy-mechela-vyrosli-do-400-rubley-eto-maksimum-sentyabrya-2011-goda-20240131-1214/,2024-01-31,Finam.ru,«Префы» «Мечела» выросли до 400 рублей - это максимум сентября 2011 года,"В моменте котировки прибавляют 2,08%. Они растут еще со вчерашнего дня",0.08016925,neutral
https://www.finam.ru/publications/item/mosbirzha-ozhidaet-v-2024-godu-bolshe-20-sdelok-ipo-i-spo-20240131-1139/,2024-01-31,Finam.ru,Мосбиржа ожидает в 2024 году больше 20 сделок IPO и SPO,В 2023 году рынок IPO пережил бум,0.6140443,positive
https://www.finam.ru/publications/item/sovet-direktorov-ogk-2-prinyal-reshenie-o-raschete-tseny-dopemissii-aktsiy-kompanii-20240131-1134/,2024-01-31,Finam.ru,Совет директоров ОГК-2 принял решение о расчете цены допэмиссии акций компании,"Она может быть рассчитана как средневзвешенная за три месяца, но не ниже номинальной стоимости",0.37757996,positive
https://www.finam.ru/publications/item/kolichestvo-aktivnykh-roznichnykh-investorov-na-rossiyskom-rynke-prodolzhaet-rasti-20240131-1102/,2024-01-31,Finam.ru,Количество активных розничных инвесторов на российском рынке продолжает расти,Доля физлиц в прошлом году в оборотах рынка акций составила 80%,0.5063869,positive
https://www.finam.ru/publications/item/otgruzki-gk-astra-v-2023-godu-vyroslo-na-75-do-rekordnykh-112-mlrd-rubley-20240131-1044/,2024-01-31,Finam.ru,"Отгрузки ГК «Астра» в 2023 году выросли на 75% - до рекордных 11,2 млрд рублей","Число уникальных клиентов за год превысило 22,5 тысячи, что на 41% выше уровня 2022 года",0.72611517,positive
https://www.finam.ru/publications/item/razblokirovka-aktivov-investorov-mozhet-zatyanutsya-do-2025-goda-schitayut-v-tsb-rf-20240131-1040/,2024-01-31,Finam.ru,"Разблокировка активов инвесторов может затянуться до 2025 года, считают в ЦБ РФ",В 2023 году была проделана только часть работ,-0.43088928,negative
https://www.finam.ru/publications/item/okey-otchitalsya-vyruchka-v-4-kvartale-vyrosla-na-na-52-20240131-1019/,2024-01-31,Finam.ru,"«О’Кей» отчитался - выручка в 4 квартале выросла на 5,2%","Чистая розничная выручка группы за 12 месяцев 2023 года выросла на 2,8% в годовом выражении до 205,8 млрд рублей",0.45659286,positive
https://www.finam.ru/publications/item/mvideo-rasschityvaet-otkryt-v-2024-godu-eshche-bolee-100-magazinov-20240131-1017/,2024-01-31,Finam.ru,«М.Видео» рассчитывает открыть в 2024 году еще более 100 магазинов,На конец прошлого года сеть ритейлера достигла 1 242 розничных объектов,0.7602721,positive
https://www.finam.ru/publications/item/fas-napravila-shesti-bankam-zaprosy-iz-za-komissiy-dlya-zastroyshchikov-20240131-1014/,2024-01-31,Finam.ru,ФАС направила шести банкам запросы из-за комиссий для застройщиков,"Запросы направлены, в частности, в «Сбербанк» и ВТБ",-0.6251392,negative
https://www.finam.ru/publications/item/indeksu-mosbirzhi-pokorilis-3200-punktov-pokupayut-polimetall-20240131-1009/,2024-01-31,Finam.ru,"Индексу МосБиржи покорились 3200 пунктов, покупают ""Полиметалл""","Российский инвесторы пребывают в хорошем настроении, несмотря на неоднозначный фон на глобальных рынках",0.47082004,positive
https://www.finam.ru/publications/item/v-shage-ot-3200-ryvok-ili-otkat-20240131-0943/,2024-01-31,"Алешина Елена, Finam.ru",В шаге от 3200 - рывок или откат?,"Индекс МосБиржи вчера почти вплотную подошел к 3200 пунктам, к завершению торгов достигнув отметки 3196,08 пункта",0.15198423,positive
https://www.finam.ru/publications/item/polymetal-okey-i-rusgidro-otchitayutsya-za-2023-god-osnovnye-sobytiya-31-yanvarya-20240131-0900/,2024-01-31,Finam.ru,О’Кей и «РусГидро» отчитаются за 2023 год - основные события 31 января,Платформа Binance полностью прекращает торговлю криптовалютой с использованием рубля,0.31123823,positive
https://www.finam.ru/publications/item/polymetal-v-2023-godu-sokhranil-proizvodstvo-na-urovne-17-mln-untsiy-v-zolotom-ekvivalente-20240131-0822/,2024-01-31,Finam.ru,"Polymetal в 2023 году сохранил производство на уровне 1,7 млн унций в золотом эквиваленте",Выручка за 2023 год выросла на 8% - до $3 млрд,0.5769977,positive
https://www.finam.ru/publications/item/v-azii-torgi-prokhodyat-bez-edinoy-dinamiki-20240131-0812/,2024-01-31,Finam.ru,В Азии торги проходят без единой динамики,Фьючерсы на нефть утром снижается,-0.34880656,negative
https://www.finam.ru/publications/item/pozitivnyy-nastroy-rossiyskogo-rynka-aktsiy-sokhranyaetsya-20240201-2108/,2024-02-01,"Гайнутдинова Лиана, Finam.ru",Позитивный настрой российского рынка акций сохраняется,Hублевый индикатор растет четыре сессии подряд на фоне корпоративных новостей и второй день торгуется выше 3200 пунктов,-0.049155876,neutral
https://www.finam.ru/publications/item/mosbirzha-ostavila-raspiski-tcs-group-v-spiske-dopushchennykh-k-torgam-posle-delistinga-s-londonskoy-birzhi-20240201-1930/,2024-02-01,Finam.ru,Мосбиржа оставила расписки TCS Group в списке допущенных к торгам после делистинга с Лондонской биржи,Решение принято на фоне выявленного несоответствия ценных бумаг требованиям законодательства РФ,-0.2656756,negative
https://www.finam.ru/publications/item/mosbirzha-popolnila-spisok-bumag-na-vecherney-torgovoy-sessii-aktsiyami-smarttekhgrupp-20240201-1820/,2024-02-01,Finam.ru,Мосбиржа пополнила список бумаг на вечерней торговой сессии акциями «СмартТехГрупп»,С сегодняшнего дня можно заключать сделки по ним с 19:00 по 23:50 мск,0.56031317,positive
https://www.finam.ru/publications/item/situatsiya-na-mirovom-rynke-nefti-po-slovam-novaka-poka-stabilna-20240201-1639/,2024-02-01,Finam.ru,"Ситуация на мировом рынке нефти, по словам Новака, пока стабильна","Тем не менее, необходим постоянный мониторинг текущей ситуации, чтобы в нужный момент благодаря совместным действиям сбалансировать рынок",-0.3139252,negative
https://www.finam.ru/publications/item/mezhdunarodnye-rezervy-rossii-vyrosli-za-nedelyu-na-11-mlrd-20240201-1622/,2024-02-01,Finam.ru,"Международные резервы России выросли за неделю на $1,1 млрд","По состоянию на 26 января показатель составил $587,8 млрд",-0.13912821,negative
https://www.finam.ru/publications/item/rossiyskiy-rynok-nachinaet-fevral-s-uvarennogo-rosta-20240201-1419/,2024-02-01,"Долгих Анастасия, Finam.ru",Российский рынок начинает февраль с уверенного роста,Индекс МосБиржи пробил важное значение 3200 пунктов,0.49039915,positive
https://www.finam.ru/publications/item/osnovatel-baring-vostok-kalvi-priznal-vinu-v-rastrate-dobivshis-sokrashcheniya-uslovnogo-sroka-20240201-1313/,2024-02-01,Finam.ru,"Основатель Baring Vostok Калви признал вину в растрате, добившись сокращения условного срока","Адвокат говорит, что Калви никогда не признавал и не признает вину",-0.5478009,negative
https://www.finam.ru/publications/item/bank-rossii-i-minfin-razrabatyvayut-mekhanizm-strakhovaniya-sredstv-na-iis-iii-20240201-1259/,2024-02-01,Finam.ru,Банк России и Минфин разрабатывают механизм страхования средств на ИИС-III,Законодательная база должна быть создана до 1 марта,0.54785055,positive
https://www.finam.ru/publications/item/protsentnye-dokhody-euroclear-ot-zablokirovannykh-rossiyskikh-aktivov-v-2023-godu-vozrosli-v-55-raza-20240201-1248/,2024-02-01,Finam.ru,"Процентные доходы Euroclear от заблокированных российских активов в 2023 году возросли в 5,5 раза","Международный финансовый депозитарий Euroclear зафиксировал примерно 4,4 млрд евро процентного дохода в 2023 году от инвестирования замороженных российских активов",0.10127524,positive
https://www.finam.ru/publications/item/perevozki-passazhirov-v-dalnem-sledovanii-na-seti-rzhd-vozrosli-v-yanvare-na-97-20240201-1241/,2024-02-01,Finam.ru,"Перевозки пассажиров в дальнем следовании на сети РЖД возросли в январе на 9,7%","При этом в пригородном сообщении перевозки выросли на 3,4%",0.46128047,positive
https://www.finam.ru/publications/item/obem-nalichnykh-deneg-v-obrashchenii-uvelichilsya-v-2023-godu-na-2-trln-rubley-20240201-1227/,2024-02-01,Finam.ru,Объем наличных денег в обращении увеличился в 2023 году на 2 трлн рублей,Показатель превысил 18 трлн рублей,0.6881442,positive
https://www.finam.ru/publications/item/aeroflot-raspredelit-s-1-iyunya-reysy-mezhdu-terminalami-aeroporta-sheremetevo-20240201-1212/,2024-02-01,Finam.ru,«Аэрофлот» распределит с 1 июня рейсы между терминалами аэропорта Шереметьево,Данное решение принято в рамках реализации заявленной стратегии развития группы,0.73397404,positive
https://www.finam.ru/publications/item/pogruzka-na-seti-rzhd-snizilas-v-yanvare-na-43-20240201-1158/,2024-02-01,Finam.ru,"Погрузка на сети РЖД снизилась в январе на 4,3%","При этом максимальный прирост по итогам января показали удобрения (+7,7% г/г)",-0.5582546,negative
https://www.finam.ru/publications/item/gazprom-31-yanvarya-ustanovil-novyy-rekord-sutochnykh-postavok-gaza-v-kitay-20240201-1142/,2024-02-01,Finam.ru,«Газпром» 31 января установил новый рекорд суточных поставок газа в Китай,"Предыдущий рекорд был установлен 12 января, а перед этим – 3 января и 2 января",0.62109864,positive
https://www.finam.ru/publications/item/mosbirzha-s-19-fevralya-rasshirit-vremya-torgov-belorusskim-rublem-20240201-1129/,2024-02-01,Finam.ru,Мосбиржа с 19 февраля расширит время торгов белорусским рублем,Расширение времени торгов предоставит всем участникам финансового рынка и инвесторам дополнительные возможности для операций на валютном рынке,0.71940976,positive
https://www.finam.ru/publications/item/tsb-rf-vypuskaet-monetu-v-chest-izvestnogo-khrama-v-moskve-gde-venchalsya-pushkin-20240201-1121/,2024-02-01,Finam.ru,"ЦБ РФ выпускает монету в честь известного храма в Москве, где венчался Пушкин","Серебряная монета имеет номинал 3 рубля, а ее тираж составляет 3 тысячи штук",0.29832864,positive
https://www.finam.ru/publications/item/minfin-rasskazal-o-planakh-uprostit-otkrytie-novogo-biznesa-20240201-1100/,2024-02-01,Finam.ru,Минфин рассказал о планах упростить открытие нового бизнеса,Зарегистрировать бизнес можно будет дистанционно в рамках комплексной услуги «Старт бизнеса онлайн»,0.7478524,positive
https://www.finam.ru/publications/item/fevral-nachalsya-s-pokupok-v-fokuse-redomitsilyatsiya-20240201-1008/,2024-02-01,Finam.ru,"Февраль начался с покупок, в фокусе редомициляция","Рубль уступает доллару, но укрепляется к евро",0.2720089,positive
https://www.finam.ru/publications/item/frs-rasstroila-investorov-20240201-0942/,2024-02-01,"Алешина Елена, Finam.ru",ФРС расстроила инвесторов,Американские торги вчера завершились падением,-0.3157,negative
https://www.finam.ru/publications/item/diasoft-planiruet-provesti-ipo-na-moskovskoy-birzhe-20240201-0929/,2024-02-01,Finam.ru,"""Диасофт"" планирует провести IPO на Московской бирже",Компания планирует листинг акций и начало торгов в феврале 2024 года,0.74814326,positive
https://www.finam.ru/publications/item/banki-turtsii-zakryvayut-scheta-rossiyskim-kompaniyam-20240201-0912/,2024-02-01,Finam.ru,Банки Турции закрывают счета российским компаниям,Они объясняют это беспрецедентным давлением США,-0.37255588,negative
https://www.finam.ru/publications/item/indeks-pmi-obrabatyvayushchikh-otrasley-rossii-v-yanvare-snizilsya-do-524-punkta-20240201-0908/,2024-02-01,Finam.ru,"Индекс PMI обрабатывающих отраслей России в январе снизился до 52,4 пункта",Компании отметили более быстрое падение новых экспортных заказов,-0.53912026,negative
https://www.finam.ru/publications/item/fizlitsa-v-rossii-v-2023-godu-predvaritelno-priobreli-okolo-95-tonn-zolota-20240201-0904/,2024-02-01,Finam.ru,Физлица в России в 2023 году приобрели около 95 тонн золота,"Самым популярным стал слиток золота размером 100 граммов, следующий по популярности - 1 килограмм",0.6948002,positive
https://www.finam.ru/publications/item/sovet-direktorov-gazproma-obsudit-voprosy-gosa-osnovnye-sobytiya-1-fevralya-20240201-0900/,2024-02-01,Finam.ru,Совет директоров «Газпрома» обсудит вопросы ГОСА - основные события 1 февраля,На Мосбирже начнутся торги акциями EMC после редомициляции,0.5110085,positive
https://www.finam.ru/publications/item/alrosa-i-pravitelstvo-angoly-obsuzhdayut-uchastie-v-proekte-catoca-minfin-rf-20240201-0847/,2024-02-01,Finam.ru,"""АЛРОСА"" и правительство Анголы обсуждают участие в проекте Catoca - Минфин РФ","Ангольские власти предложили ""АЛРОСА"" отказаться от доли владения в горнорудном предприятии из-за санкций",0.5450485,positive
https://www.finam.ru/publications/item/v-azii-preobladayut-pokupki-neft-dorozhaet-20240201-0810/,2024-02-01,Finam.ru,"В Азии преобладают покупки, нефть дорожает",Рубль на валютной секции Московской биржи утром показывает разнонаправленную динамику,-0.11330701,negative
https://www.finam.ru/publications/item/v-den-surka-metallurgi-vzbodrili-rynok-20240202-2059/,2024-02-02,"Алешина Елена, Finam.ru",В День сурка металлурги взбодрили рынок,"""Северсталь"" опубликовала отчетность за 2023 год и озвучила размер дивидендов. Компании сектора лидировали по обороту торгов",0.39163753,positive
https://www.finam.ru/publications/item/putin-razreshil-sdelki-s-aktsiyami-russnefti-20240202-2037/,2024-02-02,Finam.ru,Путин разрешил сделки с акциями «Русснефти»,"Глава государства разрешает совершение сделок, влекущих за собой установление, изменение, прекращение или обременение прав владения, пользования и (или) распоряжения акциями «Русснефти»",0.69018716,positive
https://www.finam.ru/publications/item/aktsionery-rusala-otkazalis-ot-dosrochnogo-prekrashcheniya-polnomochiy-chlenov-sd-20240202-1745/,2024-02-02,Finam.ru,Акционеры «РУСАЛа» отказались от досрочного прекращения полномочий членов СД,"Против проголосовали 62,9513%",-0.22884947,negative
https://www.finam.ru/publications/item/obem-torgov-na-mosbirzhe-vyros-v-yanvare-na-311-do-1079-trln-rubley-20240202-1739/,2024-02-02,Finam.ru,"Объем торгов на Мосбирже вырос в январе на 31,1% до 107,9 трлн рублей","Объем торгов на фондовом рынке в январе составил 2,9 трлн рублей против 1,6 трлн рублей годом ранее",0.34289753,positive
https://www.finam.ru/publications/item/perevody-sredstv-cherez-sistemu-bystrykh-platezhey-v-2023-godu-vyrosli-do-277-trln-rubley-20240202-1648/,2024-02-02,Finam.ru,"Переводы средств через Систему быстрых платежей в 2023 году выросли до 27,7 трлн рублей",За год показатель вырос вдвое,0.6846993,positive
https://www.finam.ru/publications/item/yandeks-zaregistriroval-kaliningradskom-ofshore-fond-menedzherov-20240202-1550/,2024-02-02,Finam.ru,"""Яндекс"" зарегистрировал в калининградском офшоре ""Фонд менеджеров""",Данные учредителя и главы новой структуры пока не разглашаются,0.51527774,positive
https://www.finam.ru/publications/item/analitiki-sbera-prognoziruyut-rost-indeksa-mosbirzhi-do-3-500-punktov-na-konets-2024-goda-20240202-1541/,2024-02-02,Finam.ru,Аналитики «Сбера» прогнозируют рост индекса МосБиржи до 3 500 пунктов на конец 2024 года,Эксперты ожидают от 10 до 15 новых IPO по итогам года,0.4745034,positive
https://www.finam.ru/publications/item/severstal-opravdala-ozhidaniya-no-bumagi-padayut-pochemu-20240202-1515/,2024-02-02,Finam.ru,"«Северсталь» оправдала ожидания, но бумаги падают. Почему?",«Северсталь» первой из металлургов сегодня объявила размер дивидендов за 2023 год,-0.10619646,negative
https://www.finam.ru/publications/item/avtovaz-narastil-prodazhi-avtomobiley-lada-v-rossii-v-yanvare-na-193-20240202-1450/,2024-02-02,Finam.ru,"«АВТОВАЗ» нарастил продажи автомобилей Lada в России в январе на 19,3%",Показатель вырос до 20 835 единиц,0.70984036,positive
https://www.finam.ru/publications/item/snizhenie-rynka-neznachitelnoe-no-sil-perelomit-ego-u-indeksov-net-20240202-1408/,2024-02-02,"Долгих Анастасия, Finam.ru","Снижение рынка незначительное, но сил переломить его у индексов нет",Играет свою роль и “эффект пятницы” - многие инвесторы предпочитают остаться на выходных без позиций,-0.26489866,negative
https://www.finam.ru/publications/item/minfin-rossii-provedet-5-marta-auktsion-po-prodazhe-izumrudov-20240202-1310/,2024-02-02,Finam.ru,Минфин России проведет 5 марта аукцион по продаже изумрудов,Продавцом бриллиантов из Госфонда выступает федеральное казенное учреждение «Гохран России»,0.6305664,positive
