word,sentiment
качественная,положительный
качественно,положительный
качественное,положительный
качественный,положительный
качественый,положительный
качество,нейтральный
качество,положительный
каюк,отрицательный
квалифицированный,положительный
квалифицировать,положительный
квалифицироваться,положительный
Кибератака,отрицательный
кибератаки,отрицательный
кибербезопасность,положительный
киберзапугивание,отрицательный
кибермошенничество,отрицательный
киберпреступления,отрицательный
киберпреступник,отрицательный
киберпреступники,отрицательный
киберпреступность,отрицательный
киллер,отрицательный
киллера,отрицательный
киоск,нейтральный
кипучий,положительный
кислая,отрицательный
кислый,отрицательный
китайский,отрицательный
клад,положительный
кладбище,отрицательный
кладезь,положительный
класный,положительный
класс,положительный
класса,положительный
классик,положительный
классика,положительный
классицистический,положительный
классическая,положительный
классический,положительный
классная,положительный
классно,положительный
классное,положительный
классный,положительный
клевета,отрицательный
клевета,нейтральный
клеветать,отрицательный
клевете,отрицательный
клевете,нейтральный
клеветническая,отрицательный
клеветнические,отрицательный
клеветнический,отрицательный
клеветнический,нейтральный
клеветническое,отрицательный
клеветой,отрицательный
клевету,отрицательный
клевещет,отрицательный
клёво,положительный
клевый,положительный
клёвый,положительный
клетка,нейтральный
клиентоориентированность,положительный
клиентская база расширилась,положительный
клиентская база расширились,положительный
клиентская база расширится,положительный
клиентская база расширяется,положительный
клика,отрицательный
клин,отрицательный
клиповое мышление,отрицательный
клише,отрицательный
клишированный,отрицательный
клон,отрицательный
клоп,отрицательный
клопы,отрицательный
клоун,отрицательный
клубок,нейтральный
ключевая ставка,нейтральный
ключевой,положительный
ключевым сотрудникам компании,нейтральный
кнут,отрицательный
коалиция,положительный
кобыла,отрицательный
коварная,отрицательный
коварный,отрицательный
коварство,отрицательный
ковылять,положительный
когда бы то ни было,нейтральный
когда-нибудь,нейтральный
кодификации,нейтральный
кодификацию,нейтральный
кодификация,нейтральный
кодифицированный,нейтральный
кодифицировать,нейтральный
кодифицирует,нейтральный
кожух,нейтральный
козёл,нейтральный
козёл,отрицательный
козырь,положительный
кокетничать,отрицательный
коктейль,отрицательный
кол,отрицательный
колдовство,отрицательный
колебался,нейтральный
колебался,отрицательный
колебание,отрицательный
колебание,нейтральный
колебания,нейтральный
колебания,отрицательный
колебаться,отрицательный
колебаться,нейтральный
колеблется,нейтральный
колеблется,отрицательный
колеблющийся,отрицательный
колея,нейтральный
количество абортов выросло,отрицательный
количество абортов сократилось,положительный
коллаборационизм,положительный
коллаборационист,положительный
коллапс,отрицательный
коллектор,отрицательный
коллекторский,отрицательный
коллекторы,отрицательный
колодец,положительный
колония,отрицательный
колоритно,положительный
колоритный,положительный
колоссально,положительный
колоссальный,положительный
ком в горле,отрицательный
комиссионные доходы увеличились,положительный
комкать,отрицательный
комки,отрицательный
комковатый,отрицательный
комком,отрицательный
коммерческий банк,нейтральный
коммерческим банкам,нейтральный
коммерческих банков,нейтральный
коммерческом банке,нейтральный
коммерческому банку,нейтральный
комок,отрицательный
комом,отрицательный
компактно,положительный
компактное,положительный
компактный,положительный
компенсатор,нейтральный
компенсаторный,нейтральный
компенсаторы,нейтральный
компенсационный,нейтральный
компенсация,положительный
компенсировать,положительный
компетентность,положительный
компетентный,положительный
комплекс,отрицательный
комплексный,отрицательный
комплексный,положительный
комплимент,положительный
комплиментами,положительный
комплименты,положительный
компромат,отрицательный
компульсивное,отрицательный
комфорт,положительный
комфортно,положительный
комфортное,положительный
комфортный,положительный
конгениальный,положительный
конец,отрицательный
конечно,положительный
конечный пункт,нейтральный
конкретный,положительный
конкурент,отрицательный
конкурентное преимущество,положительный
конкурировать,отрицательный
консервативный,отрицательный
консервация,отрицательный
консолидированная операционная прибыль,положительный
консолидированная прибыль,нейтральный
консолидировать поставки,положительный
конституции,нейтральный
конституционно,нейтральный
конституционность,нейтральный
конституционный,нейтральный
Конституция,нейтральный
конструктивно,положительный
конструктивные,положительный
конструктивный,положительный
консультант,нейтральный
консультировал,нейтральный
контактный,положительный
контингент,нейтральный
контингента,нейтральный
контингенту,нейтральный
контракт,нейтральный
контракта,нейтральный
контрактная,нейтральный
контрактный,нейтральный
контракты,нейтральный
контрастный,положительный
контратаки,положительный
контратаковать,положительный
контрмера,отрицательный
контрмеры,отрицательный
контролировать,положительный
контролирует,положительный
контролируют,положительный
контроль,положительный
контроль,отрицательный
контролю,положительный
контроля,положительный
конфессий,нейтральный
конфиденциальность,нейтральный
конфискации,отрицательный
конфискацию,отрицательный
конфискация,отрицательный
конфискация,нейтральный
конфискован,отрицательный
конфискованный,нейтральный
конфисковать,отрицательный
конфискует,отрицательный
конфликт,отрицательный
конфликтная,отрицательный
конфликтное,отрицательный
конфликтные,отрицательный
конфликтный,отрицательный
конфликтовать,отрицательный
конфликтующие,отрицательный
конфликты,отрицательный
конфронтации,отрицательный
конфронтационный,отрицательный
конфронтация,отрицательный
концепция,положительный
концерн,нейтральный
кончаться,отрицательный
кончина,отрицательный
кончины,отрицательный
кончиться,отрицательный
конюшня,нейтральный
кооператив,нейтральный
кооператива,нейтральный
кооперативный,нейтральный
копия,отрицательный
кораблекрушение,отрицательный
корейский,отрицательный
корениться,нейтральный
корень,нейтральный
корзина,нейтральный
корзины,нейтральный
корма,нейтральный
коробить,отрицательный
корова,нейтральный
короткий,отрицательный
корректировать,положительный
корректирующий,отрицательный
корректно,положительный
корректный,положительный
коррекция,отрицательный
коррозии,отрицательный
коррозия,отрицательный
коррумпированно,отрицательный
коррумпированный,отрицательный
коррупцией,отрицательный
коррупции,отрицательный
коррупционер,отрицательный
коррупционеры,отрицательный
коррупционная,отрицательный
коррупционная схема,отрицательный
коррупционный,отрицательный
коррупцию,отрицательный
коррупция,отрицательный
корумпированный,отрицательный
корявый,отрицательный
косвенно,отрицательный
косо,отрицательный
косой,отрицательный
косорукий,отрицательный
костлявая,отрицательный
костлявый,отрицательный
кость,нейтральный
костяк,положительный
косяк,отрицательный
кот наплакал,отрицательный
котлован,нейтральный
котловина,нейтральный
кошмар,отрицательный
кошмарная,отрицательный
кошмарно,отрицательный
кошмарное,отрицательный
кошмарный,отрицательный
крадучись,отрицательный
краеугольным камнем,положительный
кража,отрицательный
кража со взломом,отрицательный
кражами,отрицательный
кражей,отрицательный
крайне,отрицательный
кракость,отрицательный
краманник,отрицательный
кранты,отрицательный
крапива,отрицательный
краса,положительный
красавец,положительный
красавица,положительный
красивая,положительный
красивее,положительный
красивейший,положительный
красивенький,положительный
красиво,положительный
красивое,положительный
красивой,положительный
красивому,положительный
красивость,положительный
красивую,положительный
красивый,положительный
красивым,положительный
красивых,положительный
краситель,нейтральный
краска,нейтральный
красная линия,отрицательный
красноречива,положительный
красноречиво,положительный
красноречивый,положительный
красноречие,положительный
красные линии,отрицательный
красота,положительный
красотки,положительный
красоту,положительный
красочно,положительный
красочные,положительный
красочный,положительный
красть,отрицательный
краткий,положительный
кратко,положительный
краткого,положительный
крах,отрицательный
краха,отрицательный
креатив,положительный
креативность,положительный
креативный,положительный
кредитор,нейтральный
кредиторы,нейтральный
крепкая экономика,положительный
крепки,положительный
крепкие,положительный
крепкий,отрицательный
крепкий,положительный
крепко,положительный
крепкоголовый,отрицательный
крепколобый,отрицательный
крепостной,положительный
крест,отрицательный
крестом,отрицательный
кресты,отрицательный
кретинка,отрицательный
кривая,отрицательный
кривляния,отрицательный
кривляться,отрицательный
криво,отрицательный
кривое,отрицательный
кривой,отрицательный
криворукий,отрицательный
кризис,отрицательный
кризис перепроизводства,отрицательный
кризисная,отрицательный
кризисное,отрицательный
кризисные,отрицательный
кризисный,отрицательный
кризисы,отрицательный
крик,отрицательный
крик о помощи,отрицательный
крики,отрицательный
криминал,отрицательный
криминала,отрицательный
криминализация,отрицательный
криминализировать,отрицательный
криминальная,отрицательный
криминальный,отрицательный
критерий,нейтральный
критик,нейтральный
критик,отрицательный
критика,нейтральный
критика,положительный
критика,отрицательный
критиками,нейтральный
критике,нейтральный
критики,нейтральный
критиковать,отрицательный
критикой,отрицательный
критикуемый,отрицательный
критикует,отрицательный
критикуется,отрицательный
критически,отрицательный
критический,отрицательный
критично,положительный
кричать,отрицательный
кричащие,отрицательный
кричащий,положительный
кровавое,отрицательный
кровавый,отрицательный
кровища,отрицательный
кровожадный,отрицательный
кроткий,положительный
крохотный,отрицательный
крошечный,отрицательный
круглый,нейтральный
крупнейшие залежи,положительный
крупный,нейтральный
крупный,положительный
круто,положительный
крутой,положительный
кручёный,положительный
крушение,отрицательный
крушение надежд,отрицательный
крышка,нейтральный
крюк,нейтральный
кстати,нейтральный
кстати,положительный
кузница,положительный
кукла,нейтральный
куклы,нейтральный
кукольный,нейтральный
кулак,нейтральный
кульминация,отрицательный
культовый,положительный
культура,положительный
культурный,положительный
кумир,положительный
курение,отрицательный
курить,отрицательный
курсовая разница,нейтральный
курсовой разницы,нейтральный
кусаться,отрицательный
кусок,нейтральный
кусочек,нейтральный
кустарный,положительный
кэшбэк,положительный
лавры,положительный
лаг,отрицательный
лагает,отрицательный
лагализовать,нейтральный
лагать,отрицательный
лад,нейтральный
ладно,положительный
ладу,положительный
лажовый,отрицательный
лаконический,положительный
лаконично,положительный
лаконичный,положительный
лапидарный,положительный
ласка,положительный
ласковая,положительный
ласково,положительный
ласковость,положительный
ласковый,положительный
лгать,отрицательный
легализации,нейтральный
легализация,нейтральный
легализованный,нейтральный
легализует,нейтральный
легендарная,положительный
легендарный,положительный
легка,положительный
легкая,положительный
легкий,положительный
лёгкий,положительный
легко,положительный
легко используйте,положительный
легкое,положительный
легкомысленно,отрицательный
легкомысленный,отрицательный
легкомыслие,положительный
легкость,положительный
лёгкость,положительный
легкостью,положительный
легче,положительный
ледяной,отрицательный
лежать,нейтральный
лежащий,нейтральный
лежит,нейтральный
лезвие,нейтральный
лезть,отрицательный
лекарство,положительный
лекарством,положительный
лелеять,положительный
ленивый,отрицательный
ленивый,положительный
лень,отрицательный
лепота,положительный
лесбийский,отрицательный
лестно,положительный
лестный,положительный
лесть,отрицательный
лестью,отрицательный
летальный,отрицательный
лечение,положительный
лечить,положительный
лжесвидетель,отрицательный
лжесвидетельство,отрицательный
лжесвидетельство,нейтральный
лжесвидетельствовать,отрицательный
лжи,отрицательный
лживо,отрицательный
лживость,отрицательный
лживый,отрицательный
лидер,положительный
лидерский,положительный
лидерство,положительный
лидеры,положительный
лидирующий,положительный
ликвидатор,отрицательный
ликвидаторы,отрицательный
ликвидацией,отрицательный
ликвидации,отрицательный
ликвидация,отрицательный
ликвидирован,отрицательный
ликвидировать,отрицательный
ликвидирует,отрицательный
ликвидная,положительный
ликвидности,положительный
ликвидность,положительный
ликвидностью,положительный
ликвидный,положительный
ликовал,положительный
ликовала,положительный
ликование,положительный
ликовать,положительный
ликует,положительный
ликующе,положительный
ликующее,положительный
лиловый,отрицательный
линять,отрицательный
липкий,отрицательный
лирическая,положительный
лирический,положительный
лиричный,положительный
лисица,нейтральный
лихо,отрицательный
лихой,отрицательный
лихорадило,отрицательный
лихорадить,отрицательный
лихорадка,отрицательный
лихорадки,отрицательный
лихорадкой,отрицательный
"лица, имеющие разрешения",нейтральный
лицемер,отрицательный
лицемерие,отрицательный
лицемерный,отрицательный
лицензионная,нейтральный
лицензионный,положительный
лицензионный,нейтральный
лицензируемый,нейтральный
личности,нейтральный
личный,положительный
лишает собственности,отрицательный
"лишает,Негативный",отрицательный
лишать,отрицательный
лишать собственности,отрицательный
лишек,отрицательный
лишение,отрицательный
лишение права выкупа,отрицательный
лишение свободы,отрицательный
лишение собственности,отрицательный
"лишение собственности,Спорные",нейтральный
"лишение,Негативный",отрицательный
лишением,отрицательный
лишения,отрицательный
лишения прав,нейтральный
лишенный,отрицательный
лишённый,отрицательный
лишенный прав,отрицательный
лишенный собственности,нейтральный
лишены,отрицательный
лишить,отрицательный
лишиться,отрицательный
лишиться голоса,отрицательный
лишнее,отрицательный
лишние,отрицательный
лишний,отрицательный
ловкая,положительный
ловкие,положительный
ловкий,отрицательный
ловкий,положительный
ловко,положительный
ловкое,положительный
ловкости,положительный
ловкость,положительный
ловкостью,положительный
ловушка,отрицательный
ловушке,отрицательный
логика,положительный
логическая слабость,отрицательный
логический,положительный
логическую слабость,отрицательный
логично,положительный
логичный,положительный
ложно,отрицательный
ложный,отрицательный
локаут,отрицательный
локауты,отрицательный
лом,отрицательный
ломалась,отрицательный
ломали,отрицательный
ломался,отрицательный
ломаный,отрицательный
ломать,отрицательный
ломаться,отрицательный
ломиться,отрицательный
ломкие,отрицательный
ломкий,отрицательный
ломота,отрицательный
лопоухий,отрицательный
лоснящийся,положительный
лохматый,отрицательный
лошадь,отрицательный
лояльности,положительный
лояльность,положительный
лояльные,положительный
лояльный,положительный
лузер,отрицательный
лукавство,отрицательный
лукавый,положительный
лутший,положительный
лучшая,положительный
лучше,положительный
лучше известно,положительный
лучше показателей,положительный
"лучше, чем ожидается",положительный
лучшего,положительный
лучшее,положительный
лучшей,положительный
лучшие,положительный
лучший,положительный
лучшим,положительный
лучшими,положительный
лучших,положительный
лучшую,положительный
льстите,положительный
любезно,положительный
любил,отрицательный
любила,положительный
любимая,положительный
любимейший,положительный
любимое,положительный
любимчик,положительный
любимые,положительный
любимый,положительный
любимым,положительный
любимых,положительный
любит,положительный
любите,положительный
любитель,положительный
любительницам,положительный
любительский,положительный
любителя,положительный
любить,положительный
любоваться,положительный
любовник,положительный
любовно,положительный
любовный,положительный
любовь,положительный
любой,положительный
любопытная,отрицательный
любопытно,положительный
любопытный,положительный
любопытный,отрицательный
любопытства,отрицательный
любопытство,отрицательный
любопытствовать,отрицательный
любопытством,отрицательный
любуюсь,положительный
любящий,положительный
люк,отрицательный
лютый,отрицательный
ляп,отрицательный
ляпнул,отрицательный
ляпнуть,отрицательный
магические,положительный
магический,положительный
магию,положительный
магия,положительный
макро,отрицательный
маленький,отрицательный
мало,отрицательный
малобюджетный,отрицательный
маловажный,отрицательный
маловат,отрицательный
маловато,отрицательный
маловатый,отрицательный
маловероятно,нейтральный
маловероятный,отрицательный
малоизвестный,отрицательный
малоимущий,отрицательный
малоинтересный,отрицательный
малолетний,отрицательный
маломощный,отрицательный
малообеспеченный,отрицательный
малопонятный,отрицательный
малопривлекательный,отрицательный
малословный,отрицательный
малошумный,положительный
малый,отрицательный
малюсенький,отрицательный
мандат,отрицательный
мандаты,отрицательный
маневренным,положительный
манекен,нейтральный
манерность,отрицательный
маниакальный,отрицательный
манипулирование,отрицательный
манипулировании,отрицательный
манипулировать,отрицательный
манипулирует,отрицательный
манипулятивный,отрицательный
манипуляции,отрицательный
манипуляция,отрицательный
манит,положительный
манить,отрицательный
манить,положительный
маньеризм,отрицательный
маньяк,отрицательный
манят,положительный
маразм,отрицательный
мараться,отрицательный
маргинальный,отрицательный
маржа,положительный
маржинальная торговля,нейтральный
маржой,положительный
маркиза,нейтральный
маркий,отрицательный
мародер,отрицательный
мародерство,отрицательный
мародеры,отрицательный
март,нейтральный
маскировка,отрицательный
маскирующий,отрицательный
массивный,отрицательный
массивный,положительный
массовые сокращение,отрицательный
массовые увольнения,отрицательный
мастер,положительный
мастера,положительный
мастерить,положительный
мастеров,положительный
мастерски,положительный
мастерский,положительный
мастерским,положительный
мастерской,положительный
мастерства,положительный
мастерство,положительный
мастерством,положительный
мастеру,положительный
масштабный,положительный
мат,отрицательный
материального,положительный
материть,отрицательный
матерный,отрицательный
матёрый,отрицательный
матрица,нейтральный
махинатор,отрицательный
махинации,отрицательный
махинация,отрицательный
машать,отрицательный
маяться,отрицательный
мгновение,нейтральный
мгновенно,положительный
медвежий,отрицательный
медвежьи настроения,отрицательный
медленнее,отрицательный
медленно,отрицательный
медленно,положительный
медленного внедрения,отрицательный
медленный,отрицательный
медленный,положительный
медленый,отрицательный
медлил,отрицательный
медлительность,отрицательный
медлительностью,отрицательный
медлительный,отрицательный
медлить,отрицательный
"медлить, отрицательный",отрицательный
медный,нейтральный
международная,нейтральный
международное сотрудничество,положительный
международный,нейтральный
меланхолично,отрицательный
меланхоличный,отрицательный
меланхолия,отрицательный
мелкая,отрицательный
мелкий,отрицательный
мелкий,положительный
Мелкий,отрицательный
мелко,отрицательный
мелковатый,отрицательный
мелководье,отрицательный
мелкое,отрицательный
мелодичный,положительный
мелочность,отрицательный
мелочный,отрицательный
мелочь,отрицательный
мель,отрицательный
менее,нейтральный
менее развитый,отрицательный
менее устойчивый,отрицательный
меньшая,отрицательный
меньше,отрицательный
"меньше, чем за тот же период",отрицательный
меньшего,отрицательный
меньшее,отрицательный
меньшей,отрицательный
меньшему,отрицательный
меньший,отрицательный
меньшим,отрицательный
меньшими,отрицательный
меньших,отрицательный
меньшую,отрицательный
мера,положительный
мерзкий,отрицательный
мерзко,отрицательный
мерзопакостный,отрицательный
мерзости,отрицательный
мерзостный,отрицательный
мерзость,отрицательный
меркнуть,отрицательный
мертв,отрицательный
мертва,отрицательный
мертвая,отрицательный
мертвец,отрицательный
мертвое,отрицательный
мертворожденная,отрицательный
мертворожденный,отрицательный
мертворожденным,отрицательный
мертвые,отрицательный
мертвый,отрицательный
мёртвый,отрицательный
мертвым,отрицательный
мертвящий,отрицательный
мерцать,отрицательный
мерцают,нейтральный
мерцающий,нейтральный
мерцающим,нейтральный
меры государственной поддержки,положительный
меры поддержки,положительный
меры предосторожности,нейтральный
месиво,отрицательный
месса,нейтральный
мести,отрицательный
местонахождение,нейтральный
месть,отрицательный
местью,отрицательный
металлолом,нейтральный
метко,положительный
мечта,положительный
мечтами,положительный
мешает,отрицательный
мешал,отрицательный
мешанина,отрицательный
мешать,отрицательный
мешать,положительный
мешающий,отрицательный
мешкать,отрицательный
мешковатый,отрицательный
мешок,нейтральный
мигать,отрицательный
мизерная,отрицательный
мизерное,отрицательный
мизерный,отрицательный
микроскопический,отрицательный
милашка,положительный
милая,положительный
милёнок,положительный
милитаризация,отрицательный
милитаризм,отрицательный
милитарист,отрицательный
милитаристский,отрицательный
мило,положительный
миловидный,положительный
милой,положительный
милосердие,положительный
милостив,положительный
милостивый,положительный
милость,положительный
милостью,положительный
милый,положительный
милых,положительный
мимолетный,положительный
миниатюрный,нейтральный
миниатюрный,отрицательный
минимально,нейтральный
минимизация,отрицательный
минировать,отрицательный
миноносец,отрицательный
минор,отрицательный
минус,отрицательный
минусовать,отрицательный
минусы,отрицательный
мир,положительный
мириться,отрицательный
мирная,положительный
мирно,положительный
мирное,положительный
мирный,положительный
мирным,положительный
мирных,положительный
мировой,положительный
миротворцев,положительный
мирской,отрицательный
миска,нейтральный
мисс,отрицательный
мистификация,отрицательный
мистический,положительный
миф,отрицательный
младший,нейтральный
мнение,нейтральный
многовато,отрицательный
многогранный,положительный
многозадачный,положительный
многозначительный,положительный
многолетний,положительный
многообещающий,положительный
многообразный,положительный
многоплановый,положительный
многосторонний,положительный
многофункциональная,положительный
многофункциональный,положительный
многоцветный,положительный
многоцелевой,положительный
многочисленный,положительный
мобила,положительный
мобилизационная,отрицательный
мобилизационная экономика,отрицательный
мобилизационный,отрицательный
мобилизация,отрицательный
мобилизовал,отрицательный
мобилизовала,отрицательный
мобилизовать,отрицательный
мобилизует,отрицательный
мобильник,положительный
мобильный,положительный
мог бы,нейтральный
могила,отрицательный
могилами,отрицательный
могилах,отрицательный
могиле,отрицательный
могилой,отрицательный
могилу,отрицательный
могилы,отрицательный
могильник,отрицательный
могут,нейтральный
могучий,положительный
могущественный,положительный
модель,положительный
модельный,положительный
модерн,положительный
модернизировать,положительный
модификацией,положительный
модификация,положительный
модифицированный,положительный
модифицировать,положительный
модная,положительный
модно,положительный
модное,положительный
модный,положительный
может,нейтральный
может быть,нейтральный
может быть полезен,положительный
можно выиграть,положительный
мозговитый,положительный
мокроватый,отрицательный
мокрый,отрицательный
молва,отрицательный
молитва,положительный
молниеносный,положительный
молодёжный,положительный
молодец,положительный
молодой,положительный
